Company URL,Company Name,News URL,Source
http://1-sourcedesign.com/,1 Source Design,https://sydenhamcurrent.ca/2024/10/24/1-source-design-recognizes-long-serving-employees-in-wallaceburg/,GPT-5.1
http://1-sourcedesign.com/,1 Source Design ,https://cknewstoday.ca/chatham/news/2020/04/23/wallaceburg-company-shields-healthcare-workers,GPT-5.1
http://www.hpmold.com,1 Source Design ,https://ckxsfm.com/wallaceburg-company-makes-and-donates-intubation-shields/,GPT-5.1
http://www.hpmold.com,Harris Precision Mold,https://www.moldmakingtechnology.com/articles/share-and-share-alike-sharing-software-streamlines-daily-mold-operations,GPT-5.1
http://www.hpmold.com,Harris Precision Mold,https://www.plasticstoday.com/injection-molding/florian-named-amba-s-top-moldmaker,GPT-5.1
http://www.hpmold.com,Harris Precision Mold,https://www.k-online.com/en/Media_News/News/K_Archive/SPE_appoints_new_officers_1,GPT-5.1
http://www.prestigemold.com,"Prestige Mold, Inc.",https://www.moldmakingtechnology.com/news/mr-mold-engineering-celebrates-40-years-of-moldmaking,GPT-5.1
http://www.prestigemold.com,"Prestige Mold, Inc.",https://www.ptonline.com/news/mr-mold-engineering-completes-move-to-larger-location,GPT-5.1
http://www.prestigemold.com,"Prestige Mold, Inc.",https://www.plasticstoday.com/injection-molding/m-r-mold-hits-25-year-mark,GPT-5.1
http://www.source-one.net,Source One,https://www.prnewswire.com/news-releases/freepoint-eco-systems-and-source-one-agree-to-enter-into-long-term-collaboration-to-develop-pretreatment-infrastructure-for-advanced-recycling-of-plastic-waste-302507477.html,GPT-5.1
http://www.source-one.net,Source One,https://www.recyclingtoday.com/news/freepoint-eco-systems-source-one-working-together-on-pretreatment-facilities-for-plastics-recycling/,GPT-5.1
http://www.source-one.net,Source One,https://www.ptonline.com/news/source-one-plastics-starts-up-plastic-waste-sorting-and-recycling-facility,GPT-5.1
http://www.source-one.net,Source One,https://www.so-plastics.com/news03.html,GPT-5.1
http://www.source-one.net,Source One,https://www.pressebox.com/pressrelease/source-one-plastics-gmbh/source-one-plastics-sorts-rigid-plastics-into-monofractions/boxid/1255454,GPT-5.1
http://www.source-one.net,Source One,https://www.euwid-recycling.com/news/business/source-one-now-sorting-rigid-waste-plastics-080725/,GPT-5.1
http://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/leveraging-3d-printed-injection-mold-inserts-benefits-and-applications/,GPT-5.1
http://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/elevating-injection-molding-quality-with-state-of-the-art-equipment/,GPT-5.1
http://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/innovative-plastic-injection-molding-trends-in-2024/,GPT-5.1
