Company URL,Company Name,News URL,Source
http://1-sourcedesign.com/,1 Source Design,https://sydenhamcurrent.ca/2024/10/24/1-source-design-recognizes-long-serving-employees-in-wallaceburg/,GPT
http://1-sourcedesign.com/,1 Source Design (One Source Group / MS-2 Partnership),https://cknewstoday.ca/chatham/news/2020/04/23/wallaceburg-company-shields-healthcare-workers,GPT
http://www.hpmold.com,1 Source Design (One Source Group / MS-2 Partnership),https://ckxsfm.com/wallaceburg-company-makes-and-donates-intubation-shields/,GPT
http://www.hpmold.com,Harris Precision Mold,https://www.moldmakingtechnology.com/articles/share-and-share-alike-sharing-software-streamlines-daily-mold-operations,GPT
http://www.hpmold.com,Harris Precision Mold,https://www.plasticstoday.com/injection-molding/florian-named-amba-s-top-moldmaker,GPT
http://www.hpmold.com,Harris Precision Mold,https://www.k-online.com/en/Media_News/News/K_Archive/SPE_appoints_new_officers_1,GPT
http://www.prestigemold.com,"Prestige Mold, Inc.",https://www.moldmakingtechnology.com/news/mr-mold-engineering-celebrates-40-years-of-moldmaking,GPT
http://www.prestigemold.com,"Prestige Mold, Inc.",https://www.ptonline.com/news/mr-mold-engineering-completes-move-to-larger-location,GPT
http://www.prestigemold.com,"Prestige Mold, Inc.",https://www.plasticstoday.com/injection-molding/m-r-mold-hits-25-year-mark,GPT
http://www.source-one.net,Source One,https://www.prnewswire.com/news-releases/freepoint-eco-systems-and-source-one-agree-to-enter-into-long-term-collaboration-to-develop-pretreatment-infrastructure-for-advanced-recycling-of-plastic-waste-302507477.html,GPT
http://www.source-one.net,Source One,https://www.recyclingtoday.com/news/freepoint-eco-systems-source-one-working-together-on-pretreatment-facilities-for-plastics-recycling/,GPT
http://www.source-one.net,Source One,https://www.ptonline.com/news/source-one-plastics-starts-up-plastic-waste-sorting-and-recycling-facility,GPT
http://www.source-one.net,Source One,https://www.so-plastics.com/news03.html,GPT
http://www.source-one.net,Source One,https://www.pressebox.com/pressrelease/source-one-plastics-gmbh/source-one-plastics-sorts-rigid-plastics-into-monofractions/boxid/1255454,GPT
http://www.source-one.net,Source One,https://www.euwid-recycling.com/news/business/source-one-now-sorting-rigid-waste-plastics-080725/,GPT
http://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/leveraging-3d-printed-injection-mold-inserts-benefits-and-applications/,GPT
http://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/elevating-injection-molding-quality-with-state-of-the-art-equipment/,GPT
http://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/innovative-plastic-injection-molding-trends-in-2024/,GPT
http://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/a-step-by-step-guide-to-the-plastic-manufacturing-process/,GPT
http://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/custom-molded-electronic-components-how-tailored-solutions-improve-device-performance/,GPT
http://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/overcoming-challenges-with-the-right-medical-plastics-manufacturer/,GPT
http://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/optimizing-high-volume-injection-molding-production-runs/,GPT
https://www.ptaplastics.com/,PTA Plastics,https://www.newhaven.edu/news/releases/2025/microboard-pta-plastics-engineering-scholarship.php,GPT
https://www.ptaplastics.com/,PTA Plastics,https://www.pcs-company.com/a-stronger-mold-pta-plastics-pcs-company-build-success-through-partnership,GPT
https://www.ptaplastics.com/,PTA Plastics,https://www.ptonline.com/news/pta-plastics-adds-six-injection-molding-machines,GPT
https://www.ptaplastics.com/,PTA Plastics,https://www.plasticstoday.com/plastics-processing/pta-plastics-makes-2-million-capital-investment-to-meet-medical-molding-demand,GPT
http://ivanhoetool.com/,"Ivanhoe Tool & Die Company, Inc.",https://www.moldmakingtechnology.com/articles/ivanhoe-tool-die-building-a-brand,GPT
https://wepcoplastics.com/,"Wepco Plastics, Inc.",https://wepcoplastics.com/resources/wepco-plastics-shows-how-a-small-but-mighty-company-can-engage-employees-in-community-giving-to-make-a-bigger-impact/,GPT
https://wepcoplastics.com/,"Wepco Plastics, Inc.",https://nationalfund.org/frontline-forward/wepco-plastics/,GPT
https://wepcoplastics.com/,"Wepco Plastics, Inc.",https://www.injection-molded-plastics.net/wepco-plastics-inc/,GPT
http://www.westminstertool.com,"Westminster Tool, Inc.",https://www.westminstertool.com/2025/09/24/westminster-tool-named-2025-inductee-into-the-american-manufacturing-hall-of-fame/,GPT
http://www.westminstertool.com,"Westminster Tool, Inc.",https://www.ctinsider.com/business/article/mfg-hall-fame-trumpf-ward-leonard-westminster-tool-21032854.php,GPT
http://www.westminstertool.com,"Westminster Tool, Inc.",https://hartfordbusiness.com/article/10m-westminster-tool-builds-growth-strategy-on-culture-training-and-diversification/,GPT
http://www.westminstertool.com,"Westminster Tool, Inc.",https://www.moldmakingtechnology.com/news/westminster-tool-partners-with-sumitomo-shi-demag-to-add-mold-qualification-capacity,GPT
http://www.westminstertool.com,"Westminster Tool, Inc.",https://www.sumitomo-shi-demag.us/2021/12/07/westminster-tool/,GPT
https://www.amdiemold.com/,"Ameritech Die & Mold, Inc.",https://www.ptonline.com/articles/ameritech-die-mold-life-in-the-fast-lane,GPT
https://www.amdiemold.com/,"Ameritech Die & Mold, Inc.",https://www.plasticstoday.com/industry-trends/industry-watch-19997,GPT
http://www.carsonmold.com,Carson Tool & Mold,https://www.moldmakingtechnology.com/articles/new-era-same-winning-formula,GPT
http://www.carsonmold.com,Carson Tool & Mold,https://www.ptonline.com/articles/diversity-is-key-to-more-than-six-decades-of-moldmaking-success,GPT
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.upstatebusinessjournal.com/business-news/msi-mold-builders-expand-operations-in-greenville-county-2/,GPT
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.pvpallet.com/news/msi-mold-builders-showcases-pvpallet-series-x-at-north-americas-largest-plastics-show-npe,GPT
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.msimoldbuilders.com/insights/how-plastic-injection-mold-makers-are-supporting-modern-industries,GPT
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.kcrg.com/content/news/Made-in-Eastern-Iowa-MSI-Mold-Builders-and-big-competition-451075783.html,GPT
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.moldmakingtechnology.com/articles/2016-leadtime-leader-awards-honorable-mention-msi-mold-builders---optimizing-lead-times,GPT
http://www.summitmold.com,"Summit Mold, Inc",https://www.moldmakingtechnology.com/articles/summit-mold-better-not-bigger,GPT
http://www.a1toolcorp.com,A1 Tool Corporation,https://www.moldmakingtechnology.com/news/a1-tool-corp-launches-newly-customized-website,GPT
http://www.a1toolcorp.com,A1 Tool Corporation,https://www.a1toolcorp.com/appliance-manufacturer-case-study,GPT
http://www.alchemyprecision.com,Alchemy Precision,https://alchemyprecision.com/die-sinking-edm/,GPT
http://www.armin-ind.com,"Armin Tool and Manufacturing Company, Inc.",https://armin-ind.com/about-armin-tool/,GPT
http://www.armin-ind.com,"Armin Tool and Manufacturing Company, Inc.",https://armin-ind.com/plastic-injection-molds/,GPT
http://www.armin-ind.com,"Armin Tool and Manufacturing Company, Inc.",https://www.moldmakingtechnology.com/news/spe-mold-making-mold-design-division-honors-arthur-stoll-with-2010-mold-designer-of-the-year-award,GPT
http://www.badassmolds.com,BA Die Mold,https://www.moldmakingtechnology.com/news/b-a-die-mold-inc-celebrates-55-years-in-moldmaking,GPT
http://www.badassmolds.com,BA Die Mold,https://www.plasticstoday.com/injection-molding/b-a-die-mold-celebrates-50-years-building-badass-molds-for-intricate-plastic-parts,GPT
http://www.badassmolds.com,BA Die Mold,https://qmed.com/b-a-die-mold-inc-comp236206.html,GPT
http://www.chicagomold.com,Chicago Mold Engineering Co. Inc.,https://www.ptonline.com/articles/chicago-mold-engineering-in-the-spotlight,GPT
http://www.chicagomold.com,Chicago Mold Engineering Co. Inc.,https://www.ptonline.com/articles/chicago-mold-engineering-heading-into-the-future,GPT
http://www.cometdie.com,Comet Die & Engraving Company,https://www.ctemag.com/articles/moldmaker-still-family-owned-after-122-years,GPT
http://www.craftsmanmold.com,Craftsman Tool & Mold Company,https://www.moldmakingtechnology.com/articles/seeing-the-industry-with-a-new-perspective,GPT
